msrp,trading_partner_cn,trading_partner_hk,trading_partner_other_countries,trading_partner_sg,trading_partner_tr,line_count,seized
348250.0,1,0,0,0,0,157,1.0
22410.0,0,1,0,0,0,2,1.0
450.0,0,0,0,0,1,34,1.0
5250.0,1,0,0,0,0,264,1.0
715.0,0,0,1,0,0,2,1.0
299.94,0,1,0,0,0,4,1.0
6000.0,0,0,1,0,0,17,1.0
220.0,0,1,0,0,0,7,1.0
180.0,0,0,1,0,0,20,1.0
5440.0,1,0,0,0,0,9,1.0
298.0,1,0,0,0,0,4,1.0
3400.0,0,0,1,0,0,33,1.0
1044.0,0,1,0,0,0,13,1.0
2100.0,0,1,0,0,0,1,1.0
2553000.0,0,1,0,0,0,2,1.0
55.0,1,0,0,0,0,5,1.0
5310.0,1,0,0,0,0,4,1.0
220.0,1,0,0,0,0,1,1.0
28440.0,1,0,0,0,0,28,1.0
210.0,0,1,0,0,0,30,1.0
37200.0,0,1,0,0,0,1,1.0
200.0,0,1,0,0,0,15,1.0
273600.0,1,0,0,0,0,50,1.0
1550.0,1,0,0,0,0,12,1.0
1560.0,0,0,0,0,1,8,1.0
15000.0,0,0,0,0,0,1,1.0
400.0,0,0,1,0,0,20,1.0
22200.0,0,0,1,0,0,1,1.0
24000.0,1,0,0,0,0,1,1.0
2160.0,0,0,1,0,0,2,1.0
117.0,0,0,1,0,0,17,1.0
425.0,0,1,0,0,0,3,1.0
6185.0,0,0,0,0,1,1,1.0
5625.0,0,0,1,0,0,6,1.0
4650.0,0,0,1,0,0,14,1.0
7920.0,1,0,0,0,0,10,1.0
420.0,0,0,1,0,0,3,1.0
8500.0,0,1,0,0,0,66,1.0
1590.0,0,1,0,0,0,11,1.0
600.0,0,1,0,0,0,17,1.0
1700.0,1,0,0,0,0,6,1.0
1580.0,0,0,1,0,0,9,1.0
6090.0,0,0,1,0,0,10,1.0
1260.0,0,0,0,0,1,11,1.0
1.01,0,0,1,0,0,298,1.0
28200.0,0,1,0,0,0,1,1.0
2000.0,1,0,0,0,0,1,1.0
2400.0,0,0,0,0,1,2,1.0
56000.0,0,0,1,0,0,1,1.0
5000.0,0,0,1,0,0,96,1.0
165.0,1,0,0,0,0,1,1.0
4400.0,1,0,0,0,0,436,1.0
7100.0,0,1,0,0,0,4,1.0
1170.0,1,0,0,0,0,4,1.0
784.0,1,0,0,0,0,1,1.0
1600.0,0,0,1,0,0,9,1.0
3800.0,0,0,1,0,0,15,1.0
3800.0,0,0,1,0,0,7,1.0
2030.0,0,0,0,0,1,25,1.0
18750.0,1,0,0,0,0,1,1.0
279.0,0,0,1,0,0,28,1.0
1840.0,0,0,0,0,1,11,1.0
33000.0,0,1,0,0,0,1,1.0
1600.0,1,0,0,0,0,4,1.0
1250.0,1,0,0,0,0,1,1.0
15525.0,0,0,1,0,0,15,1.0
28300.0,0,1,0,0,0,9,1.0
36960.0,0,0,1,0,0,45,1.0
300.0,1,0,0,0,0,1,1.0
1250.0,0,0,1,0,0,14,1.0
0.01,1,0,0,0,0,9,1.0
1225.0,0,1,0,0,0,16,1.0
745.0,1,0,0,0,0,10,1.0
14304.0,1,0,0,0,0,24,1.0
6672.0,0,1,0,0,0,16,1.0
11700.0,1,0,0,0,0,61,1.0
2880.0,0,0,1,0,0,65,1.0
8250.0,0,0,1,0,0,1,1.0
1380.0,0,0,1,0,0,2,1.0
11700.0,1,0,0,0,0,165,1.0
265.0,1,0,0,0,0,32,1.0
42834.0,1,0,0,0,0,2,1.0
50.0,1,0,0,0,0,6,1.0
8700.0,0,0,1,0,0,25,1.0
79000.0,1,0,0,0,0,11,1.0
1900.0,0,1,0,0,0,1,1.0
74000.0,0,0,1,0,0,1,1.0
120.0,1,0,0,0,0,1,1.0
320.0,1,0,0,0,0,3,1.0
200.0,1,0,0,0,0,1,1.0
90.0,0,0,0,0,1,17,1.0
720.0,0,0,1,0,0,16,1.0
8340.0,0,1,0,0,0,9,1.0
736.23,0,0,1,0,0,5,1.0
110.0,1,0,0,0,0,154,1.0
11250.0,0,0,1,0,0,9,1.0
9595.2,1,0,0,0,0,4,1.0
43500.0,1,0,0,0,0,1,1.0
55.0,0,0,1,0,0,16,1.0
78.0,0,0,0,0,1,6,1.0
700.0,0,0,1,0,0,42,1.0
9000.0,0,0,1,0,0,5,1.0
59.97,1,0,0,0,0,2,1.0
990.0,0,0,0,0,1,9,1.0
8400.0,0,0,1,0,0,20,1.0
490.0,0,0,1,0,0,126,1.0
1700.0,0,0,1,0,0,7,1.0
26.5,0,0,1,0,0,8,1.0
895.0,1,0,0,0,0,1,1.0
770.0,1,0,0,0,0,9,1.0
8820.0,1,0,0,0,0,4,1.0
4750.0,1,0,0,0,0,18,1.0
40.0,1,0,0,0,0,277,1.0
1050.0,0,0,0,0,1,19,1.0
14.0,0,0,1,0,0,22,1.0
0.01,1,0,0,0,0,9,1.0
3100.0,0,0,1,0,0,16,1.0
5580.0,1,0,0,0,0,38,1.0
160.0,0,0,1,0,0,21,1.0
6580.0,1,0,0,0,0,5,1.0
1000.0,0,0,1,0,0,45,1.0
36200.0,1,0,0,0,0,1,1.0
2400.0,0,0,1,0,0,1,1.0
1125.0,0,0,1,0,0,1,1.0
895.0,0,0,0,0,1,31,1.0
230.0,0,0,1,0,0,11,1.0
14700.0,0,0,0,0,1,7,1.0
1575.0,0,0,1,0,0,8,1.0
38096.0,0,0,1,0,0,6,1.0
3800.0,0,1,0,0,0,4,1.0
996.0,0,0,1,0,0,2,1.0
980.0,1,0,0,0,0,3,1.0
3600.0,0,1,0,0,0,2,1.0
1600.0,0,1,0,0,0,11,1.0
240.0,1,0,0,0,0,23,1.0
1500.0,0,1,0,0,0,1,1.0
1079.73,0,1,0,0,0,4,1.0
675.0,0,1,0,0,0,1,1.0
1800.0,0,1,0,0,0,24,1.0
1290.0,0,0,0,0,0,1,1.0
5625.0,1,0,0,0,0,4,1.0
4760.0,0,0,1,0,0,17,1.0
1950.0,0,0,1,0,0,155,1.0
950.0,0,0,1,0,0,12,1.0
141.97,0,1,0,0,0,9,1.0
432.0,0,0,1,0,0,7,1.0
160.0,1,0,0,0,0,26,1.0
107.94,0,0,1,0,0,4,1.0
1390.0,0,1,0,0,0,16,1.0
329.97,1,0,0,0,0,4,1.0
650.0,0,0,1,0,0,20,1.0
35.0,0,0,1,0,0,16,1.0
6780.0,0,0,1,0,0,6,1.0
14390.0,1,0,0,0,0,1,1.0
8250.0,0,1,0,0,0,4,1.0
13800.0,0,0,1,0,0,15,1.0
516.0,0,0,1,0,0,5,1.0
1500.0,1,0,0,0,0,25,1.0
85.0,0,1,0,0,0,4,1.0
25000.0,0,1,0,0,0,1,1.0
9750.0,0,0,1,0,0,10,1.0
10200.0,1,0,0,0,0,150,1.0
3593.0,0,0,1,0,0,2,1.0
18750.0,1,0,0,0,0,2,1.0
1290.0,1,0,0,0,0,32,1.0
690.0,0,1,0,0,0,8,1.0
56100.0,0,1,0,0,0,2,1.0
165.0,1,0,0,0,0,1,1.0
3800.0,0,1,0,0,0,2,1.0
190.0,1,0,0,0,0,2,1.0
9200.0,0,0,1,0,0,14,1.0
1795.0,0,0,1,0,0,8,1.0
890.0,0,1,0,0,0,6,1.0
21840.0,0,1,0,0,0,1,1.0
90.0,0,0,0,0,1,18,1.0
379.0,1,0,0,0,0,140,1.0
45.0,0,0,1,0,0,30,1.0
4785.0,0,1,0,0,0,6,1.0
2995.0,0,0,0,0,1,47,1.0
10779.0,0,0,1,0,0,4,1.0
220.0,0,0,1,0,0,7,1.0
10400.0,0,0,1,0,0,6,1.0
11445.0,0,0,1,0,0,2,1.0
675.0,0,0,1,0,0,11,1.0
33500.0,0,0,1,0,0,4,1.0
2260.0,0,0,1,0,0,2,1.0
1850.0,0,0,1,0,0,25,1.0
12900.0,1,0,0,0,0,1,1.0
700.0,1,0,0,0,0,81,1.0
14939.1,0,1,0,0,0,2,1.0
2050.0,0,0,1,0,0,7,1.0
2050.0,0,1,0,0,0,2,1.0
259.98,0,1,0,0,0,8,1.0
3960.0,0,0,1,0,0,9,1.0
11250.0,0,0,0,0,1,7,1.0
6718.88,0,1,0,0,0,2,1.0
240.0,0,1,0,0,0,4,1.0
48735.0,1,0,0,0,0,5,1.0
185.0,0,1,0,0,0,4,1.0
900.0,1,0,0,0,0,14,1.0
500.0,1,0,0,0,0,13,1.0
1230250.0,1,0,0,0,0,36,1.0
97000.0,1,0,0,0,0,1,1.0
1420.0,0,0,1,0,0,13,1.0
1480.0,0,0,1,0,0,20,1.0
495.0,0,1,0,0,0,19,1.0
2250.0,0,0,1,0,0,8,1.0
260.0,0,1,0,0,0,4,1.0
900.0,1,0,0,0,0,5,1.0
3200.0,1,0,0,0,0,7,1.0
18850.0,0,0,1,0,0,9,1.0
37800.0,1,0,0,0,0,11,1.0
15.0,0,0,1,0,0,1,1.0
75.0,0,0,1,0,0,9,1.0
850.0,0,1,0,0,0,20,1.0
518313.0,0,0,1,0,0,3,1.0
26885.265320989474,0,0,1,0,0,49,1.0
18200.0,1,0,0,0,0,71,1.0
55.0,0,0,1,0,0,17,1.0
180.0,0,0,1,0,0,14,1.0
7600.0,0,1,0,0,0,5,1.0
1890.0,0,1,0,0,0,14,1.0
1600.0,1,0,0,0,0,2,1.0
1905.0,1,0,0,0,0,13,1.0
5836.0,1,0,0,0,0,1,1.0
2500.0,0,0,1,0,0,9,1.0
90.0,1,0,0,0,0,6,1.0
175.0,0,0,1,0,0,20,1.0
2549.0,1,0,0,0,0,1,1.0
1040.0,1,0,0,0,0,6,1.0
600.0,1,0,0,0,0,2,1.0
950.0,0,1,0,0,0,7,1.0
1150.0,0,0,1,0,0,17,1.0
312.0,0,1,0,0,0,18,1.0
123900.0,1,0,0,0,0,204,1.0
1200.0,1,0,0,0,0,24,1.0
4100.0,0,0,1,0,0,3,1.0
4946.0,0,1,0,0,0,15,1.0
25800.0,0,1,0,0,0,1,1.0
54.0,0,0,1,0,0,8,1.0
24570.0,0,0,1,0,0,20,1.0
2750.0,0,1,0,0,0,1,1.0
84700.0,0,0,1,0,0,9,1.0
720000.0,1,0,0,0,0,10,1.0
2080.0,0,0,1,0,0,9,1.0
1300000.0,1,0,0,0,0,30,1.0
3250.0,0,0,1,0,0,9,1.0
300.0,0,0,1,0,0,38,1.0
2450.0,1,0,0,0,0,1,1.0
495.0,0,0,0,0,1,40,1.0
43116.0,0,0,1,0,0,7,1.0
100.0,0,0,1,0,0,17,1.0
195.0,0,0,1,0,0,13,1.0
4780.0,0,0,1,0,0,5,1.0
740.0,1,0,0,0,0,7,1.0
30.0,0,0,0,0,1,7,1.0
3245.0,1,0,0,0,0,1,1.0
7350.0,0,1,0,0,0,3,1.0
955.0,0,1,0,0,0,5,1.0
795.0,1,0,0,0,0,3,1.0
2200.0,0,0,1,0,0,3,1.0
2425.0,0,0,0,0,1,39,1.0
1400.0,0,0,0,0,1,2,1.0
25.0,0,0,1,0,0,6,1.0
2680.0,0,1,0,0,0,2,1.0
660.0,0,0,1,0,0,2,1.0
750.0,0,1,0,0,0,4,1.0
1125.0,0,0,1,0,0,12,1.0
11880.0,1,0,0,0,0,54,1.0
250.0,0,0,1,0,0,438,1.0
4450.0,1,0,0,0,0,252,1.0
68.96,0,0,1,0,0,1,1.0
10920.0,0,0,0,0,1,2,1.0
8700.0,1,0,0,0,0,22,1.0
130.0,0,1,0,0,0,7,1.0
21060.0,0,1,0,0,0,1,1.0
6700.0,0,1,0,0,0,1,1.0
4320.0,1,0,0,0,0,5,1.0
3500.0,0,0,0,0,1,15,1.0
16800.0,0,0,1,0,0,187,1.0
260.0,1,0,0,0,0,9,1.0
5000.0,0,1,0,0,0,4,1.0
577.5,1,0,0,0,0,166,1.0
500.0,1,0,0,0,0,1,1.0
8000.0,0,0,1,0,0,10,1.0
1850.0,1,0,0,0,0,106,1.0
1700.0,0,1,0,0,0,1,1.0
108.0,0,0,0,0,1,146,1.0
1823.4,0,0,0,0,0,1,1.0
130.0,0,1,0,0,0,18,1.0
240.0,1,0,0,0,0,9,1.0
39600.0,1,0,0,0,0,29,1.0
895.0,1,0,0,0,0,37,1.0
994.0,1,0,0,0,0,2,1.0
30420.0,0,0,1,0,0,6,1.0
2950.0,0,1,0,0,0,2,1.0
2100.0,0,1,0,0,0,3,1.0
300.0,1,0,0,0,0,1,1.0
68267.0,0,1,0,0,0,5,1.0
12510.0,0,0,1,0,0,8,1.0
6900.0,0,1,0,0,0,6,1.0
2450.0,0,0,1,0,0,5,1.0
1320.0,1,0,0,0,0,1,1.0
14600.0,0,0,1,0,0,26,1.0
195.0,1,0,0,0,0,150,1.0
800.0,1,0,0,0,0,7,1.0
395.0,1,0,0,0,0,32,1.0
66150.0,1,0,0,0,0,5,1.0
1475.0,0,0,1,0,0,2,1.0
2250.0,0,0,0,0,1,7,1.0
42500.0,0,0,1,0,0,45,1.0
6960.0,0,0,1,0,0,22,1.0
4070.0,0,1,0,0,0,12,1.0
2660.0,1,0,0,0,0,1,1.0
10400.0,1,0,0,0,0,2,1.0
1152.0,0,1,0,0,0,16,1.0
490.0,0,1,0,0,0,5,1.0
2175.0,1,0,0,0,0,38,1.0
5775.0,0,0,1,0,0,9,1.0
1600.0,1,0,0,0,0,2,1.0
35.0,0,0,1,0,0,10,1.0
8640.0,1,0,0,0,0,2,1.0
1350.0,0,1,0,0,0,6,1.0
440.0,0,0,1,0,0,14,1.0
120.0,0,0,0,0,1,1,1.0
18900.0,0,1,0,0,0,1,1.0
159.0,0,1,0,0,0,1,1.0
142.0,0,0,0,0,1,50,1.0
1150.0,1,0,0,0,0,16,1.0
6094.0,0,0,1,0,0,51,1.0
1200.0,0,0,1,0,0,2,1.0
5400.0,1,0,0,0,0,1,1.0
49800.0,0,1,0,0,0,1,1.0
1150.0,0,0,1,0,0,12,1.0
1600.0,0,1,0,0,0,11,1.0
50.0,0,0,1,0,0,41,1.0
2180.0,0,0,1,0,0,11,1.0
4199.3,0,1,0,0,0,2,1.0
40200.0,1,0,0,0,0,180,1.0
240.0,1,0,0,0,0,2,1.0
11200.0,0,1,0,0,0,3,1.0
106272.0,0,0,1,0,0,1,1.0
2390.0,0,0,1,0,0,7,1.0
200.0,0,0,1,0,0,10,1.0
2200.0,1,0,0,0,0,276,1.0
3900.0,0,1,0,0,0,5,1.0
170.0,0,1,0,0,0,6,1.0
5705.0,1,0,0,0,0,12,1.0
150.0,0,0,1,0,0,16,1.0
3900.0,1,0,0,0,0,52,1.0
2790.0,1,0,0,0,0,180,1.0
4800.0,0,0,1,0,0,30,1.0
629.93,0,0,1,0,0,4,1.0
9150.0,1,0,0,0,0,1,1.0
3750.0,1,0,0,0,0,89,1.0
853275.0,0,1,0,0,0,1,1.0
7000.0,1,0,0,0,0,1,1.0
200.0,1,0,0,0,0,9,1.0
4500.0,0,1,0,0,0,1,1.0
600.0,0,1,0,0,0,135,1.0
2690.0,0,0,1,0,0,13,1.0
356.0,1,0,0,0,0,1,1.0
1560.0,0,0,0,0,1,6,1.0
150.0,0,0,1,0,0,8,1.0
720.0,1,0,0,0,0,1,1.0
300.0,1,0,0,0,0,5,1.0
280.0,0,0,1,0,0,7,1.0
199.95,1,0,0,0,0,1,1.0
63.0,0,1,0,0,0,2,1.0
8920.0,0,1,0,0,0,9,1.0
15.0,0,0,1,0,0,9,1.0
1500.0,0,0,1,0,0,19,1.0
8760.0,0,0,1,0,0,33,1.0
2760.0,0,1,0,0,0,1,1.0
2000.0,0,0,1,0,0,84,1.0
4200.0,0,0,1,0,0,4,1.0
1640.0,0,0,0,1,0,70,1.0
20999.72,0,1,0,0,0,1,1.0
1.0,1,0,0,0,0,277,1.0
475.0,1,0,0,0,0,2,1.0
425.0,0,0,1,0,0,17,1.0
170.0,0,1,0,0,0,4,1.0
180.0,0,1,0,0,0,9,1.0
2080.0,0,1,0,0,0,5,1.0
1.01,1,0,0,0,0,161,1.0
800.0,0,0,0,0,0,1,1.0
815.0,0,0,0,0,1,3,1.0
795.0,1,0,0,0,0,7,1.0
1695.0,0,1,0,0,0,4,1.0
550.0,0,0,1,0,0,18,1.0
75.0,1,0,0,0,0,11,1.0
1350.0,1,0,0,0,0,154,1.0
1000.0,1,0,0,0,0,3,1.0
1980.0,0,0,1,0,0,11,1.0
129.0,0,0,1,0,0,7,1.0
2175.0,0,0,1,0,0,33,1.0
5100.0,0,0,1,0,0,22,1.0
565.0,0,1,0,0,0,12,1.0
10200.0,0,0,1,0,0,5,1.0
870.0,0,0,1,0,0,740,1.0
550.0,0,1,0,0,0,3,1.0
14700.0,0,0,1,0,0,6,1.0
595.0,0,0,1,0,0,22,1.0
320.0,0,1,0,0,0,6,1.0
81.0,0,0,1,0,0,38,1.0
472.0,0,1,0,0,0,14,1.0
300000.0,1,0,0,0,0,1,1.0
38400.0,1,0,0,0,0,1,1.0
1410.0,0,1,0,0,0,9,1.0
3120.0,0,0,1,0,0,47,1.0
600.0,0,1,0,0,0,4,1.0
980.0,0,0,1,0,0,7,1.0
895.0,0,0,0,0,1,6,1.0
1440.0,1,0,0,0,0,1,1.0
24675.0,1,0,0,0,0,1,1.0
3750.0,1,0,0,0,0,58,1.0
1100.0,0,0,1,0,0,28,1.0
165.0,1,0,0,0,0,1,1.0
5600.0,0,1,0,0,0,6,1.0
26875.0,1,0,0,0,0,11,1.0
883460.0,1,0,0,0,0,118,1.0
31000.0,0,0,1,0,0,17,1.0
620.0,1,0,0,0,0,1,1.0
650.0,0,1,0,0,0,21,1.0
220.0,0,1,0,0,0,2,1.0
3570.0,1,0,0,0,0,2,1.0
5699.05,0,0,1,0,0,5,1.0
54000.0,0,1,0,0,0,1,1.0
10000.0,0,1,0,0,0,6,1.0
1215.6,0,0,0,0,0,2,1.0
6700.0,0,1,0,0,0,3,1.0
4900.0,0,0,0,0,1,10,1.0
16875.0,0,0,1,0,0,7,1.0
330.0,0,0,1,0,0,4,1.0
792.0,0,0,1,0,0,2,1.0
1780.0,0,0,1,0,0,9,1.0
450.0,0,0,1,0,0,5,1.0
1390.0,1,0,0,0,0,3,1.0
50.0,0,0,0,1,0,11,1.0
110.0,0,1,0,0,0,3,1.0
1050.0,0,1,0,0,0,2,1.0
1.0,1,0,0,0,0,392,1.0
3840.0,1,0,0,0,0,16,1.0
35700.0,0,0,1,0,0,9,1.0
1015.0,0,1,0,0,0,15,1.0
800.0,0,0,0,0,1,12,1.0
12800.0,1,0,0,0,0,19,1.0
43604.0,1,0,0,0,0,8,1.0
2300.0,1,0,0,0,0,10,1.0
840.0,1,0,0,0,0,6,1.0
550.0,0,0,0,0,1,11,1.0
2840.0,0,0,1,0,0,4,1.0
2100.0,0,0,1,0,0,55,1.0
9480.0,1,0,0,0,0,88,1.0
450.0,0,0,1,0,0,3,1.0
120.0,0,0,1,0,0,38,1.0
4350.0,0,1,0,0,0,1,1.0
2720.0,0,0,1,0,0,13,1.0
2380.0,1,0,0,0,0,62,1.0
4172.0,1,0,0,0,0,38,1.0
172500.0,0,1,0,0,0,9,1.0
13350.0,1,0,0,0,0,249,1.0
90.0,0,0,1,0,0,18,1.0
1050.0,0,1,0,0,0,7,1.0
110.0,0,0,1,0,0,8,1.0
490.0,1,0,0,0,0,8,1.0
500.0,1,0,0,0,0,97,1.0
2430.0,1,0,0,0,0,1,1.0
1500.0,1,0,0,0,0,45,1.0
3400.0,0,0,1,0,0,8,1.0
43116.0,0,1,0,0,0,2,1.0
885.0,1,0,0,0,0,7,1.0
1010.0,0,0,1,0,0,7,1.0
1280.0,0,1,0,0,0,4,1.0
4900.0,0,0,1,0,0,3,1.0
22928.0,1,0,0,0,0,7,1.0
475.0,1,0,0,0,0,12,1.0
6900.0,0,0,1,0,0,10,1.0
4900.0,0,1,0,0,0,2,1.0
799.6,0,0,1,0,0,2,1.0
1799.0,1,0,0,0,0,90,1.0
1560.0,1,0,0,0,0,3,1.0
790.0,0,1,0,0,0,5,1.0
2200.0,0,0,1,0,0,18,1.0
99300.0,1,0,0,0,0,1,1.0
500.0,1,0,0,0,0,4,1.0
33000.0,0,0,1,0,0,5,1.0
1040.0,0,1,0,0,0,7,1.0
1250.0,0,0,0,0,1,21,1.0
3835.0,0,0,1,0,0,1,1.0
600.0,0,0,0,0,1,14,1.0
200.0,1,0,0,0,0,7,1.0
9150.0,1,0,0,0,0,1,1.0
240.0,0,1,0,0,0,163,1.0
319.88,0,0,1,0,0,1,1.0
4890.0,0,0,0,0,1,5,1.0
45750.0,1,0,0,0,0,3,1.0
17430.0,0,0,0,0,1,8,1.0
1.01,1,0,0,0,0,196,1.0
24000.0,0,0,1,0,0,17,1.0
500.0,0,0,1,0,0,24,1.0
5895.0,0,1,0,0,0,2,1.0
330.0,0,0,1,0,0,2,1.0
14800.0,1,0,0,0,0,97,1.0
24525.0,0,1,0,0,0,3,1.0
12100.0,1,0,0,0,0,1,1.0
6125.0,0,1,0,0,0,113,1.0
3725.0,0,0,1,0,0,25,1.0
3100.0,0,0,0,0,1,15,1.0
10500.0,0,0,1,0,0,7,1.0
90.0,0,0,1,0,0,438,1.0
725.0,1,0,0,0,0,9,1.0
5104.0,1,0,0,0,0,10,1.0
175.0,0,0,1,0,0,1,1.0
990.0,0,0,0,0,1,4,1.0
8280.0,1,0,0,0,0,5,1.0
650.0,1,0,0,0,0,9,1.0
1.0,1,0,0,0,0,264,1.0
50.0,1,0,0,0,0,3,1.0
1380.0,0,1,0,0,0,9,1.0
450.0,0,1,0,0,0,3,1.0
4480.0,0,1,0,0,0,1,1.0
900.0,0,1,0,0,0,38,1.0
18144.0,1,0,0,0,0,1,1.0
6375.0,0,1,0,0,0,3,1.0
750.0,1,0,0,0,0,4,1.0
5700.0,1,0,0,0,0,4,1.0
1850.0,1,0,0,0,0,1,1.0
945.0,1,0,0,0,0,10,1.0
125.0,1,0,0,0,0,5,1.0
618800.0,1,0,0,0,0,44,1.0
445.0,0,0,1,0,0,29,1.0
4250.0,0,0,1,0,0,18,1.0
3553.0,0,1,0,0,0,1,1.0
1990.0,0,1,0,0,0,4,1.0
590.0,0,0,0,0,1,4,1.0
7900.0,0,0,0,0,1,10,1.0
4800.0,0,0,1,0,0,12,1.0
17500.0,1,0,0,0,0,25,1.0
4900.0,0,0,1,0,0,7,1.0
450.0,0,1,0,0,0,7,1.0
4350.0,0,0,1,0,0,10,1.0
2000.0,1,0,0,0,0,1,1.0
402.0,0,0,1,0,0,1,1.0
1180.0,0,0,1,0,0,17,1.0
220.0,0,0,1,0,0,1,1.0
1075.0,0,1,0,0,0,3,1.0
1500.0,0,0,1,0,0,6,1.0
2880.0,1,0,0,0,0,377,1.0
3120.0,0,0,0,0,1,7,1.0
900.0,0,0,0,0,1,3,1.0
17955.0,0,0,1,0,0,17,1.0
3600.0,1,0,0,0,0,252,1.0
158.0,1,0,0,0,0,47,1.0
750.0,0,1,0,0,0,21,1.0
24080.0,0,0,1,0,0,2,1.0
2490.0,1,0,0,0,0,1,1.0
71.98,0,0,1,0,0,22,1.0
29850.0,0,1,0,0,0,1,1.0
2520.0,0,0,0,0,1,35,1.0
25000.0,0,1,0,0,0,4,1.0
1380.0,1,0,0,0,0,5,1.0
200.0,1,0,0,0,0,2,1.0
10350.0,0,0,1,0,0,2,1.0
720.0,0,0,1,0,0,46,1.0
3040.0,0,0,1,0,0,18,1.0
118.0,1,0,0,0,0,5,1.0
111150.0,0,1,0,0,0,2,1.0
330.38,1,0,0,0,0,1,1.0
20300.0,0,0,0,0,1,19,1.0
15540.0,0,0,1,0,0,5,1.0
750.0,0,0,1,0,0,24,1.0
9600.0,0,1,0,0,0,12,1.0
3745.0,0,1,0,0,0,6,1.0
160.0,0,0,1,0,0,8,1.0
13940.0,0,1,0,0,0,15,1.0
3000.0,1,0,0,0,0,1,1.0
74000.0,0,0,1,0,0,1,1.0
30825.0,0,0,1,0,0,2,1.0
1425.0,0,0,1,0,0,49,1.0
1900.0,0,0,0,0,1,14,1.0
2900.0,1,0,0,0,0,21,1.0
18170.0,1,0,0,0,0,71,1.0
2250.0,0,0,1,0,0,21,1.0
2080.0,0,1,0,0,0,49,1.0
38610.0,0,1,0,0,0,2,1.0
990.0,0,0,0,0,1,14,1.0
300.0,0,1,0,0,0,207,1.0
400.0,0,0,1,0,0,14,1.0
24900.0,0,1,0,0,0,1,1.0
800.0,1,0,0,0,0,4,1.0
60.0,0,1,0,0,0,223,1.0
1995.0,0,1,0,0,0,3,1.0
8586.39,1,0,0,0,0,24,1.0
800.0,0,1,0,0,0,22,1.0
1230.0,0,1,0,0,0,35,1.0
10200.0,0,0,1,0,0,10,1.0
1250.0,0,0,0,0,1,26,1.0
250.0,1,0,0,0,0,1,1.0
3050.0,1,0,0,0,0,7,1.0
17430.0,0,0,1,0,0,15,1.0
3600.0,0,1,0,0,0,5,1.0
1700.0,0,0,1,0,0,6,1.0
14800.0,0,0,0,0,1,1,1.0
725.0,0,0,1,0,0,6,1.0
2100.0,1,0,0,0,0,1,1.0
1.0,1,0,0,0,0,8,1.0
269.0,0,1,0,0,0,3,1.0
3100.0,0,0,1,0,0,10,1.0
1020.0,1,0,0,0,0,6,1.0
76020.0,1,0,0,0,0,17,1.0
2400.0,0,0,1,0,0,28,1.0
14700.0,0,0,1,0,0,3,1.0
330.0,0,0,1,0,0,15,1.0
490.0,1,0,0,0,0,4,1.0
647.88,0,1,0,0,0,1,1.0
4400.0,0,0,1,0,0,63,1.0
190323.0,1,0,0,0,0,2,1.0
750.0,0,0,0,0,1,8,1.0
45.0,1,0,0,0,0,25,1.0
1016.0,1,0,0,0,0,2,1.0
1720.0,0,0,0,0,0,2,1.0
2500.0,0,0,1,0,0,13,1.0
120.0,1,0,0,0,0,8,1.0
160200.0,1,0,0,0,0,1,1.0
3250.0,0,0,0,0,1,19,1.0
1340.0,0,1,0,0,0,6,1.0
1760.0,0,0,0,0,1,14,1.0
2500.0,0,0,1,0,0,455,1.0
725.0,0,1,0,0,0,15,1.0
1100.0,0,0,1,0,0,11,1.0
2360.0,1,0,0,0,0,27,1.0
638.0,0,1,0,0,0,13,1.0
240.0,1,0,0,0,0,2,1.0
20.0,0,0,1,0,0,242,1.0
975.0,0,0,1,0,0,30,1.0
900.0,0,1,0,0,0,40,1.0
5000.0,1,0,0,0,0,117,1.0
60.0,1,0,0,0,0,227,1.0
5800.0,1,0,0,0,0,153,1.0
1145.0,0,1,0,0,0,6,1.0
3300.0,0,0,0,0,1,4,1.0
3180.0,0,0,0,0,1,6,1.0
18750.0,0,1,0,0,0,7,1.0
60.0,1,0,0,0,0,40,1.0
10200.0,1,0,0,0,0,6,1.0
1185.0,1,0,0,0,0,25,1.0
24000.0,1,0,0,0,0,47,1.0
12960.0,1,0,0,0,0,16,1.0
200.0,1,0,0,0,0,3,1.0
68120.0,0,0,1,0,0,9,1.0
4950.0,1,0,0,0,0,3,1.0
900.0,0,0,1,0,0,1,1.0
433320.0,1,0,0,0,0,30,1.0
5225.0,0,1,0,0,0,3,1.0
29.95,0,0,1,0,0,28,1.0
1190.0,0,0,0,0,1,72,1.0
3750.0,1,0,0,0,0,4,1.0
675.0,0,0,1,0,0,19,1.0
1485.0,0,0,1,0,0,27,1.0
1050000.0,0,0,0,1,0,1,1.0
9800.0,0,1,0,0,0,11,1.0
9900.0,0,1,0,0,0,49,1.0
88.0,0,0,1,0,0,10,1.0
87600.0,0,0,1,0,0,12,1.0
480.0,0,1,0,0,0,11,1.0
60000.0,0,0,1,0,0,4,1.0
630000.0,1,0,0,0,0,19,1.0
1700.0,1,0,0,0,0,79,1.0
12450.0,0,0,1,0,0,14,1.0
8250.0,0,0,1,0,0,8,1.0
3250.0,1,0,0,0,0,22,1.0
7600.0,1,0,0,0,0,6,1.0
14060.0,0,1,0,0,0,4,1.0
200.0,0,0,1,0,0,187,1.0
