product_id,brand_name,trading_partner,line_count,msrp,seized_pred
16324984,H&M,cn,24,9.54599761051374,1
15193768,H&M,cn,24,17.909199522102746,1
10367061,H&M,cn,24,9.54599761051374,1
15198496,H&M,cn,24,15.519713261648745,1
12696136,H&M,cn,24,8.351254480286737,1
16159528,H&M,cn,24,9.54599761051374,1
16718166,H&M,cn,24,4.767025089605735,1
15808980,H&M,cn,24,9.54599761051374,1
13735306,Nike,cn,24,26.22461170848268,1
10441252,H&M,cn,24,9.54599761051374,1
15650812,H&M,cn,24,17.909199522102746,1
13504004,H&M,cn,24,4.767025089605735,1
11257750,H&M,cn,24,17.909199522102746,1
12345338,H&M,cn,24,17.909199522102746,1
13130286,ADIDAS,cn,24,5.722819593787335,1
14240582,H&M,cn,24,9.54599761051374,1
10139275,Nike,cn,24,15.471923536439665,1
16457834,H&M,cn,24,9.54599761051374,1
8843127,ADIDAS,cn,24,11.935483870967742,1
15746196,H&M,cn,24,17.909199522102746,1
14399804,Anouk,cn,24,41.80406212664277,1
11101422,Rustorange,cn,24,31.64874551971326,1
14376808,Sztori,cn,24,17.909199522102746,1
15004020,Puma,cn,24,21.493428912783752,1
12872472,Clora Creation,cn,24,28.66188769414576,1
14312264,Sztori,cn,24,33.44086021505376,1
16601348,AHIKA,cn,24,44.76702508960573,1
14868168,VAABA,cn,24,48.98446833930705,0
15183010,plusS,cn,24,57.34767025089606,1
15470056,RARE RABBIT,cn,24,41.80406212664277,1
16412934,SHOPGARB,cn,24,143.36917562724014,1
16345734,Sztori,cn,24,14.324970131421743,0
14868494,Freehand,cn,24,59.72520908004779,0
13561988,KALINI,cn,24,30.8363201911589,0
15599130,Mitera,cn,24,79.55794504181601,1
16748200,SUITLTD,cn,24,16.714456391875746,1
14084226,QUANCIOUS,cn,24,19.701314217443247,0
14201122,SOJANYA,cn,24,83.62007168458781,1
10608248,DEYANN,cn,24,30.94384707287933,0
17727536,Mufti,cn,24,22.688172043010752,1
15996268,Red Chief,cn,24,26.272401433691755,1
17480770,SALWAR STUDIO,cn,24,13.082437275985663,1
15954306,VAABA,cn,24,17.025089605734767,1
17612862,KALINI,cn,24,19.8805256869773,0
17784638,Fabclub,cn,24,29.85663082437276,0
17530728,Ethnic basket,cn,24,29.85663082437276,0
15531346,Unnati Silks,cn,24,47.765830346475504,1
17899308,Satrani,cn,24,61.98327359617682,1
17482500,Mitera,cn,24,70.4778972520908,1
17182808,Pothys,cn,24,10.39426523297491,1
11968978,Naari,cn,24,11.935483870967742,1
14710496,DressBerry,cn,24,20.29868578255675,1
17732632,Floret,cn,24,5.949820788530466,1
11630710,Lady Lyka,cn,24,5.973715651135006,1
17647744,Sangria,cn,24,71.6726403823178,1
16204964,GRACIT,cn,24,14.313022700119474,0
17592044,U&F,cn,24,23.882915173237752,1
17014922,FOREVER 21,cn,24,23.882915173237752,1
17370302,Cottinfab,cn,24,26.272401433691755,1
1893305,Ed Hardy,cn,24,26.272401433691755,1
2296012,Roadster,hk,24,17.909199522102746,1
13780156,LOCOMOTIVE,hk,24,13.727598566308243,1
11895958,Roadster,hk,24,16.714456391875746,1
4335679,Zivame,hk,24,15.471923536439665,1
11690882,Roadster,hk,24,7.156511350059737,1
2490950,Mast & Harbour,hk,24,7.156511350059737,1
6744434,HIGHLANDER,hk,24,17.909199522102746,1
8439415,Mayra,hk,24,16.666666666666668,1
17381394,Roadster,hk,24,13.118279569892472,1
2359257,HERE&NOW,hk,24,32.84348864994026,1
7695793,HRX by Hrithik Roshan,hk,24,32.246117084826764,1
10307375,Roadster,hk,24,8.351254480286737,1
12873874,Anubhutee,hk,24,40.609318996415766,1
11634538,Athena,hk,24,29.85663082437276,1
2312181,Roadster,hk,24,9.54599761051374,1
13842386,HIGHLANDER,hk,24,13.130227001194744,1
10473520,Vishudh,hk,24,20.29868578255675,1
10561392,Sangria,hk,24,47.77777777777778,1
12391750,Tokyo Talkies,hk,24,25.675029868578253,1
2522986,DressBerry,hk,24,11.935483870967742,1
17385142,Roadster,hk,24,15.507765830346475,1
12153330,Anouk,hk,24,19.10394265232975,1
1864573,Enamor,hk,24,10.14336917562724,1
13205276,all about you,hk,24,17.909199522102746,1
11535928,KASSUALLY,hk,24,15.519713261648745,1
6552977,RARE,hk,24,15.519713261648745,1
9476129,Zastraa,hk,24,32.246117084826764,1
2017530,WISSTLER,hk,24,10.74074074074074,1
11173948,Sangria,hk,24,10.74074074074074,1
11118428,Roadster,hk,24,14.324970131421743,1
17383362,Roadster,hk,24,19.09199522102748,1
9971493,Vishudh,hk,24,28.064516129032256,1
7846797,Cottinfab,hk,24,29.25925925925926,1
10771696,QUIERO,hk,24,35.35244922341696,1
10969948,Roadster,hk,24,10.74074074074074,1
11938872,ELEVANTO,hk,24,11.935483870967742,1
14154054,Tokyo Talkies,hk,24,14.324970131421743,1
2477061,WROGN,hk,24,33.44086021505376,1
10187401,WROGN,hk,24,31.05137395459976,1
6791064,HRX by Hrithik Roshan,hk,24,22.688172043010752,1
16324984,H&M,hk,24,9.54599761051374,1
15193768,H&M,hk,24,17.909199522102746,1
10367061,H&M,hk,24,9.54599761051374,1
15198496,H&M,hk,24,15.519713261648745,1
12696136,H&M,hk,24,8.351254480286737,1
16159528,H&M,hk,24,9.54599761051374,1
16718166,H&M,hk,24,4.767025089605735,1
15808980,H&M,hk,24,9.54599761051374,1
13735306,Nike,hk,24,26.22461170848268,1
10441252,H&M,hk,24,9.54599761051374,1
15650812,H&M,hk,24,17.909199522102746,1
13504004,H&M,hk,24,4.767025089605735,1
11257750,H&M,hk,24,17.909199522102746,1
12345338,H&M,hk,24,17.909199522102746,1
13130286,ADIDAS,hk,24,5.722819593787335,1
14240582,H&M,hk,24,9.54599761051374,1
10139275,Nike,hk,24,15.471923536439665,1
16457834,H&M,hk,24,9.54599761051374,1
8843127,ADIDAS,hk,24,11.935483870967742,1
15746196,H&M,hk,24,17.909199522102746,1
14399804,Anouk,hk,24,41.80406212664277,1
11101422,Rustorange,hk,24,31.64874551971326,1
14376808,Sztori,hk,24,17.909199522102746,1
15004020,Puma,hk,24,21.493428912783752,1
12872472,Clora Creation,hk,24,28.66188769414576,1
14312264,Sztori,hk,24,33.44086021505376,1
16601348,AHIKA,hk,24,44.76702508960573,1
14868168,VAABA,hk,24,48.98446833930705,1
15183010,plusS,hk,24,57.34767025089606,1
15470056,RARE RABBIT,hk,24,41.80406212664277,1
16412934,SHOPGARB,hk,24,143.36917562724014,1
16345734,Sztori,hk,24,14.324970131421743,1
14868494,Freehand,hk,24,59.72520908004779,0
13561988,KALINI,hk,24,30.8363201911589,1
15599130,Mitera,hk,24,79.55794504181601,1
16748200,SUITLTD,hk,24,16.714456391875746,1
14084226,QUANCIOUS,hk,24,19.701314217443247,1
14201122,SOJANYA,hk,24,83.62007168458781,1
10608248,DEYANN,hk,24,30.94384707287933,1
17727536,Mufti,hk,24,22.688172043010752,1
15996268,Red Chief,hk,24,26.272401433691755,1
17480770,SALWAR STUDIO,hk,24,13.082437275985663,1
15954306,VAABA,hk,24,17.025089605734767,1
17612862,KALINI,hk,24,19.8805256869773,1
17784638,Fabclub,hk,24,29.85663082437276,1
17530728,Ethnic basket,hk,24,29.85663082437276,1
15531346,Unnati Silks,hk,24,47.765830346475504,1
17899308,Satrani,hk,24,61.98327359617682,1
17482500,Mitera,hk,24,70.4778972520908,1
17182808,Pothys,hk,24,10.39426523297491,1
11968978,Naari,hk,24,11.935483870967742,1
14710496,DressBerry,hk,24,20.29868578255675,1
17732632,Floret,hk,24,5.949820788530466,1
11630710,Lady Lyka,hk,24,5.973715651135006,1
17647744,Sangria,hk,24,71.6726403823178,1
16204964,GRACIT,hk,24,14.313022700119474,1
17592044,U&F,hk,24,23.882915173237752,1
17014922,FOREVER 21,hk,24,23.882915173237752,1
17370302,Cottinfab,hk,24,26.272401433691755,1
1893305,Ed Hardy,hk,24,26.272401433691755,1
2296012,Roadster,other countries,24,17.909199522102746,1
13780156,LOCOMOTIVE,other countries,24,13.727598566308243,1
11895958,Roadster,other countries,24,16.714456391875746,1
4335679,Zivame,other countries,24,15.471923536439665,1
11690882,Roadster,other countries,24,7.156511350059737,0
2490950,Mast & Harbour,other countries,24,7.156511350059737,0
6744434,HIGHLANDER,other countries,24,17.909199522102746,1
8439415,Mayra,other countries,24,16.666666666666668,1
17381394,Roadster,other countries,24,13.118279569892472,1
2359257,HERE&NOW,other countries,24,32.84348864994026,1
7695793,HRX by Hrithik Roshan,other countries,24,32.246117084826764,1
10307375,Roadster,other countries,24,8.351254480286737,1
12873874,Anubhutee,other countries,24,40.609318996415766,0
11634538,Athena,other countries,24,29.85663082437276,0
2312181,Roadster,other countries,24,9.54599761051374,1
13842386,HIGHLANDER,other countries,24,13.130227001194744,1
10473520,Vishudh,other countries,24,20.29868578255675,1
10561392,Sangria,other countries,24,47.77777777777778,1
12391750,Tokyo Talkies,other countries,24,25.675029868578253,1
2522986,DressBerry,other countries,24,11.935483870967742,1
17385142,Roadster,other countries,24,15.507765830346475,1
12153330,Anouk,other countries,24,19.10394265232975,0
1864573,Enamor,other countries,24,10.14336917562724,1
13205276,all about you,other countries,24,17.909199522102746,1
11535928,KASSUALLY,other countries,24,15.519713261648745,1
6552977,RARE,other countries,24,15.519713261648745,1
9476129,Zastraa,other countries,24,32.246117084826764,1
2017530,WISSTLER,other countries,24,10.74074074074074,1
11173948,Sangria,other countries,24,10.74074074074074,1
11118428,Roadster,other countries,24,14.324970131421743,1
17383362,Roadster,other countries,24,19.09199522102748,0
9971493,Vishudh,other countries,24,28.064516129032256,1
7846797,Cottinfab,other countries,24,29.25925925925926,0
10771696,QUIERO,other countries,24,35.35244922341696,1
10969948,Roadster,other countries,24,10.74074074074074,1
11938872,ELEVANTO,other countries,24,11.935483870967742,1
14154054,Tokyo Talkies,other countries,24,14.324970131421743,1
2477061,WROGN,other countries,24,33.44086021505376,1
10187401,WROGN,other countries,24,31.05137395459976,1
6791064,HRX by Hrithik Roshan,other countries,24,22.688172043010752,1
16324984,H&M,other countries,24,9.54599761051374,1
15193768,H&M,other countries,24,17.909199522102746,1
10367061,H&M,other countries,24,9.54599761051374,1
15198496,H&M,other countries,24,15.519713261648745,1
12696136,H&M,other countries,24,8.351254480286737,1
16159528,H&M,other countries,24,9.54599761051374,1
16718166,H&M,other countries,24,4.767025089605735,1
15808980,H&M,other countries,24,9.54599761051374,1
13735306,Nike,other countries,24,26.22461170848268,1
10441252,H&M,other countries,24,9.54599761051374,1
15650812,H&M,other countries,24,17.909199522102746,1
13504004,H&M,other countries,24,4.767025089605735,1
11257750,H&M,other countries,24,17.909199522102746,1
12345338,H&M,other countries,24,17.909199522102746,1
13130286,ADIDAS,other countries,24,5.722819593787335,1
14240582,H&M,other countries,24,9.54599761051374,1
10139275,Nike,other countries,24,15.471923536439665,1
16457834,H&M,other countries,24,9.54599761051374,1
8843127,ADIDAS,other countries,24,11.935483870967742,1
15746196,H&M,other countries,24,17.909199522102746,1
14399804,Anouk,other countries,24,41.80406212664277,1
11101422,Rustorange,other countries,24,31.64874551971326,1
14376808,Sztori,other countries,24,17.909199522102746,1
15004020,Puma,other countries,24,21.493428912783752,1
12872472,Clora Creation,other countries,24,28.66188769414576,0
14312264,Sztori,other countries,24,33.44086021505376,1
16601348,AHIKA,other countries,24,44.76702508960573,0
14868168,VAABA,other countries,24,48.98446833930705,0
15183010,plusS,other countries,24,57.34767025089606,1
15470056,RARE RABBIT,other countries,24,41.80406212664277,1
16412934,SHOPGARB,other countries,24,143.36917562724014,1
16345734,Sztori,other countries,24,14.324970131421743,1
14868494,Freehand,other countries,24,59.72520908004779,0
13561988,KALINI,other countries,24,30.8363201911589,0
15599130,Mitera,other countries,24,79.55794504181601,0
16748200,SUITLTD,other countries,24,16.714456391875746,1
14084226,QUANCIOUS,other countries,24,19.701314217443247,0
14201122,SOJANYA,other countries,24,83.62007168458781,1
10608248,DEYANN,other countries,24,30.94384707287933,1
17727536,Mufti,other countries,24,22.688172043010752,1
15996268,Red Chief,other countries,24,26.272401433691755,1
17480770,SALWAR STUDIO,other countries,24,13.082437275985663,1
15954306,VAABA,other countries,24,17.025089605734767,1
17612862,KALINI,other countries,24,19.8805256869773,0
17784638,Fabclub,other countries,24,29.85663082437276,0
17530728,Ethnic basket,other countries,24,29.85663082437276,0
15531346,Unnati Silks,other countries,24,47.765830346475504,1
17899308,Satrani,other countries,24,61.98327359617682,1
17482500,Mitera,other countries,24,70.4778972520908,1
17182808,Pothys,other countries,24,10.39426523297491,1
11968978,Naari,other countries,24,11.935483870967742,1
14710496,DressBerry,other countries,24,20.29868578255675,1
17732632,Floret,other countries,24,5.949820788530466,1
11630710,Lady Lyka,other countries,24,5.973715651135006,1
17647744,Sangria,other countries,24,71.6726403823178,1
16204964,GRACIT,other countries,24,14.313022700119474,1
17592044,U&F,other countries,24,23.882915173237752,1
17014922,FOREVER 21,other countries,24,23.882915173237752,1
17370302,Cottinfab,other countries,24,26.272401433691755,1
1893305,Ed Hardy,other countries,24,26.272401433691755,1
2296012,Roadster,sg,24,17.909199522102746,1
13780156,LOCOMOTIVE,sg,24,13.727598566308243,1
11895958,Roadster,sg,24,16.714456391875746,1
4335679,Zivame,sg,24,15.471923536439665,1
11690882,Roadster,sg,24,7.156511350059737,1
2490950,Mast & Harbour,sg,24,7.156511350059737,1
6744434,HIGHLANDER,sg,24,17.909199522102746,1
8439415,Mayra,sg,24,16.666666666666668,1
17381394,Roadster,sg,24,13.118279569892472,1
2359257,HERE&NOW,sg,24,32.84348864994026,1
7695793,HRX by Hrithik Roshan,sg,24,32.246117084826764,1
10307375,Roadster,sg,24,8.351254480286737,1
12873874,Anubhutee,sg,24,40.609318996415766,1
11634538,Athena,sg,24,29.85663082437276,1
2312181,Roadster,sg,24,9.54599761051374,1
13842386,HIGHLANDER,sg,24,13.130227001194744,1
10473520,Vishudh,sg,24,20.29868578255675,1
10561392,Sangria,sg,24,47.77777777777778,1
12391750,Tokyo Talkies,sg,24,25.675029868578253,1
2522986,DressBerry,sg,24,11.935483870967742,1
17385142,Roadster,sg,24,15.507765830346475,1
12153330,Anouk,sg,24,19.10394265232975,1
1864573,Enamor,sg,24,10.14336917562724,1
13205276,all about you,sg,24,17.909199522102746,1
11535928,KASSUALLY,sg,24,15.519713261648745,1
6552977,RARE,sg,24,15.519713261648745,1
9476129,Zastraa,sg,24,32.246117084826764,1
2017530,WISSTLER,sg,24,10.74074074074074,1
11173948,Sangria,sg,24,10.74074074074074,1
11118428,Roadster,sg,24,14.324970131421743,1
17383362,Roadster,sg,24,19.09199522102748,1
9971493,Vishudh,sg,24,28.064516129032256,1
7846797,Cottinfab,sg,24,29.25925925925926,1
10771696,QUIERO,sg,24,35.35244922341696,1
10969948,Roadster,sg,24,10.74074074074074,1
11938872,ELEVANTO,sg,24,11.935483870967742,1
14154054,Tokyo Talkies,sg,24,14.324970131421743,1
2477061,WROGN,sg,24,33.44086021505376,1
10187401,WROGN,sg,24,31.05137395459976,1
6791064,HRX by Hrithik Roshan,sg,24,22.688172043010752,1
16324984,H&M,sg,24,9.54599761051374,1
15193768,H&M,sg,24,17.909199522102746,1
10367061,H&M,sg,24,9.54599761051374,1
15198496,H&M,sg,24,15.519713261648745,1
12696136,H&M,sg,24,8.351254480286737,1
16159528,H&M,sg,24,9.54599761051374,1
16718166,H&M,sg,24,4.767025089605735,1
15808980,H&M,sg,24,9.54599761051374,1
13735306,Nike,sg,24,26.22461170848268,1
10441252,H&M,sg,24,9.54599761051374,1
15650812,H&M,sg,24,17.909199522102746,1
13504004,H&M,sg,24,4.767025089605735,1
11257750,H&M,sg,24,17.909199522102746,1
12345338,H&M,sg,24,17.909199522102746,1
13130286,ADIDAS,sg,24,5.722819593787335,1
14240582,H&M,sg,24,9.54599761051374,1
10139275,Nike,sg,24,15.471923536439665,1
16457834,H&M,sg,24,9.54599761051374,1
8843127,ADIDAS,sg,24,11.935483870967742,1
15746196,H&M,sg,24,17.909199522102746,1
14399804,Anouk,sg,24,41.80406212664277,1
11101422,Rustorange,sg,24,31.64874551971326,1
14376808,Sztori,sg,24,17.909199522102746,1
15004020,Puma,sg,24,21.493428912783752,1
12872472,Clora Creation,sg,24,28.66188769414576,1
14312264,Sztori,sg,24,33.44086021505376,1
16601348,AHIKA,sg,24,44.76702508960573,1
14868168,VAABA,sg,24,48.98446833930705,1
15183010,plusS,sg,24,57.34767025089606,1
15470056,RARE RABBIT,sg,24,41.80406212664277,1
16412934,SHOPGARB,sg,24,143.36917562724014,1
16345734,Sztori,sg,24,14.324970131421743,1
14868494,Freehand,sg,24,59.72520908004779,1
13561988,KALINI,sg,24,30.8363201911589,1
15599130,Mitera,sg,24,79.55794504181601,1
16748200,SUITLTD,sg,24,16.714456391875746,1
14084226,QUANCIOUS,sg,24,19.701314217443247,1
14201122,SOJANYA,sg,24,83.62007168458781,1
10608248,DEYANN,sg,24,30.94384707287933,1
17727536,Mufti,sg,24,22.688172043010752,1
15996268,Red Chief,sg,24,26.272401433691755,1
17480770,SALWAR STUDIO,sg,24,13.082437275985663,1
15954306,VAABA,sg,24,17.025089605734767,1
17612862,KALINI,sg,24,19.8805256869773,1
17784638,Fabclub,sg,24,29.85663082437276,1
17530728,Ethnic basket,sg,24,29.85663082437276,1
15531346,Unnati Silks,sg,24,47.765830346475504,1
17899308,Satrani,sg,24,61.98327359617682,1
17482500,Mitera,sg,24,70.4778972520908,1
17182808,Pothys,sg,24,10.39426523297491,1
11968978,Naari,sg,24,11.935483870967742,1
14710496,DressBerry,sg,24,20.29868578255675,1
17732632,Floret,sg,24,5.949820788530466,1
11630710,Lady Lyka,sg,24,5.973715651135006,1
17647744,Sangria,sg,24,71.6726403823178,1
16204964,GRACIT,sg,24,14.313022700119474,1
17592044,U&F,sg,24,23.882915173237752,1
17014922,FOREVER 21,sg,24,23.882915173237752,1
17370302,Cottinfab,sg,24,26.272401433691755,1
1893305,Ed Hardy,sg,24,26.272401433691755,1
2296012,Roadster,tr,24,17.909199522102746,1
13780156,LOCOMOTIVE,tr,24,13.727598566308243,1
11895958,Roadster,tr,24,16.714456391875746,1
4335679,Zivame,tr,24,15.471923536439665,1
11690882,Roadster,tr,24,7.156511350059737,1
2490950,Mast & Harbour,tr,24,7.156511350059737,1
6744434,HIGHLANDER,tr,24,17.909199522102746,1
8439415,Mayra,tr,24,16.666666666666668,1
17381394,Roadster,tr,24,13.118279569892472,1
2359257,HERE&NOW,tr,24,32.84348864994026,1
7695793,HRX by Hrithik Roshan,tr,24,32.246117084826764,1
10307375,Roadster,tr,24,8.351254480286737,1
12873874,Anubhutee,tr,24,40.609318996415766,1
11634538,Athena,tr,24,29.85663082437276,0
2312181,Roadster,tr,24,9.54599761051374,1
13842386,HIGHLANDER,tr,24,13.130227001194744,1
10473520,Vishudh,tr,24,20.29868578255675,1
10561392,Sangria,tr,24,47.77777777777778,1
12391750,Tokyo Talkies,tr,24,25.675029868578253,1
2522986,DressBerry,tr,24,11.935483870967742,1
17385142,Roadster,tr,24,15.507765830346475,1
12153330,Anouk,tr,24,19.10394265232975,1
1864573,Enamor,tr,24,10.14336917562724,1
13205276,all about you,tr,24,17.909199522102746,1
11535928,KASSUALLY,tr,24,15.519713261648745,1
6552977,RARE,tr,24,15.519713261648745,1
9476129,Zastraa,tr,24,32.246117084826764,1
2017530,WISSTLER,tr,24,10.74074074074074,1
11173948,Sangria,tr,24,10.74074074074074,1
11118428,Roadster,tr,24,14.324970131421743,1
17383362,Roadster,tr,24,19.09199522102748,1
9971493,Vishudh,tr,24,28.064516129032256,1
7846797,Cottinfab,tr,24,29.25925925925926,1
10771696,QUIERO,tr,24,35.35244922341696,1
10969948,Roadster,tr,24,10.74074074074074,1
11938872,ELEVANTO,tr,24,11.935483870967742,1
14154054,Tokyo Talkies,tr,24,14.324970131421743,1
2477061,WROGN,tr,24,33.44086021505376,1
10187401,WROGN,tr,24,31.05137395459976,1
6791064,HRX by Hrithik Roshan,tr,24,22.688172043010752,1
16324984,H&M,tr,24,9.54599761051374,1
15193768,H&M,tr,24,17.909199522102746,1
10367061,H&M,tr,24,9.54599761051374,1
15198496,H&M,tr,24,15.519713261648745,1
12696136,H&M,tr,24,8.351254480286737,1
16159528,H&M,tr,24,9.54599761051374,1
16718166,H&M,tr,24,4.767025089605735,1
15808980,H&M,tr,24,9.54599761051374,1
13735306,Nike,tr,24,26.22461170848268,1
10441252,H&M,tr,24,9.54599761051374,1
15650812,H&M,tr,24,17.909199522102746,1
13504004,H&M,tr,24,4.767025089605735,1
11257750,H&M,tr,24,17.909199522102746,1
12345338,H&M,tr,24,17.909199522102746,1
13130286,ADIDAS,tr,24,5.722819593787335,1
14240582,H&M,tr,24,9.54599761051374,1
10139275,Nike,tr,24,15.471923536439665,1
16457834,H&M,tr,24,9.54599761051374,1
8843127,ADIDAS,tr,24,11.935483870967742,1
15746196,H&M,tr,24,17.909199522102746,1
14399804,Anouk,tr,24,41.80406212664277,1
11101422,Rustorange,tr,24,31.64874551971326,1
14376808,Sztori,tr,24,17.909199522102746,1
15004020,Puma,tr,24,21.493428912783752,1
12872472,Clora Creation,tr,24,28.66188769414576,1
14312264,Sztori,tr,24,33.44086021505376,1
16601348,AHIKA,tr,24,44.76702508960573,1
14868168,VAABA,tr,24,48.98446833930705,0
15183010,plusS,tr,24,57.34767025089606,1
15470056,RARE RABBIT,tr,24,41.80406212664277,1
16412934,SHOPGARB,tr,24,143.36917562724014,1
16345734,Sztori,tr,24,14.324970131421743,1
14868494,Freehand,tr,24,59.72520908004779,0
13561988,KALINI,tr,24,30.8363201911589,1
15599130,Mitera,tr,24,79.55794504181601,0
16748200,SUITLTD,tr,24,16.714456391875746,1
14084226,QUANCIOUS,tr,24,19.701314217443247,1
14201122,SOJANYA,tr,24,83.62007168458781,1
10608248,DEYANN,tr,24,30.94384707287933,1
17727536,Mufti,tr,24,22.688172043010752,1
15996268,Red Chief,tr,24,26.272401433691755,1
17480770,SALWAR STUDIO,tr,24,13.082437275985663,1
15954306,VAABA,tr,24,17.025089605734767,1
17612862,KALINI,tr,24,19.8805256869773,1
17784638,Fabclub,tr,24,29.85663082437276,0
17530728,Ethnic basket,tr,24,29.85663082437276,0
15531346,Unnati Silks,tr,24,47.765830346475504,1
17899308,Satrani,tr,24,61.98327359617682,1
17482500,Mitera,tr,24,70.4778972520908,1
17182808,Pothys,tr,24,10.39426523297491,1
11968978,Naari,tr,24,11.935483870967742,1
14710496,DressBerry,tr,24,20.29868578255675,1
17732632,Floret,tr,24,5.949820788530466,1
11630710,Lady Lyka,tr,24,5.973715651135006,1
17647744,Sangria,tr,24,71.6726403823178,1
16204964,GRACIT,tr,24,14.313022700119474,1
17592044,U&F,tr,24,23.882915173237752,1
17014922,FOREVER 21,tr,24,23.882915173237752,1
17370302,Cottinfab,tr,24,26.272401433691755,1
1893305,Ed Hardy,tr,24,26.272401433691755,1
2296012,Roadster,cn,56,17.909199522102746,1
13780156,LOCOMOTIVE,cn,56,13.727598566308243,1
11895958,Roadster,cn,56,16.714456391875746,1
4335679,Zivame,cn,56,15.471923536439665,1
11690882,Roadster,cn,56,7.156511350059737,1
2490950,Mast & Harbour,cn,56,7.156511350059737,1
6744434,HIGHLANDER,cn,56,17.909199522102746,1
8439415,Mayra,cn,56,16.666666666666668,1
17381394,Roadster,cn,56,13.118279569892472,1
2359257,HERE&NOW,cn,56,32.84348864994026,1
7695793,HRX by Hrithik Roshan,cn,56,32.246117084826764,1
10307375,Roadster,cn,56,8.351254480286737,1
12873874,Anubhutee,cn,56,40.609318996415766,1
11634538,Athena,cn,56,29.85663082437276,1
2312181,Roadster,cn,56,9.54599761051374,1
13842386,HIGHLANDER,cn,56,13.130227001194744,1
10473520,Vishudh,cn,56,20.29868578255675,1
10561392,Sangria,cn,56,47.77777777777778,1
12391750,Tokyo Talkies,cn,56,25.675029868578253,1
2522986,DressBerry,cn,56,11.935483870967742,1
17385142,Roadster,cn,56,15.507765830346475,1
12153330,Anouk,cn,56,19.10394265232975,1
1864573,Enamor,cn,56,10.14336917562724,1
13205276,all about you,cn,56,17.909199522102746,1
11535928,KASSUALLY,cn,56,15.519713261648745,1
6552977,RARE,cn,56,15.519713261648745,1
9476129,Zastraa,cn,56,32.246117084826764,1
2017530,WISSTLER,cn,56,10.74074074074074,1
11173948,Sangria,cn,56,10.74074074074074,1
11118428,Roadster,cn,56,14.324970131421743,1
17383362,Roadster,cn,56,19.09199522102748,1
9971493,Vishudh,cn,56,28.064516129032256,1
7846797,Cottinfab,cn,56,29.25925925925926,1
10771696,QUIERO,cn,56,35.35244922341696,1
10969948,Roadster,cn,56,10.74074074074074,1
11938872,ELEVANTO,cn,56,11.935483870967742,1
14154054,Tokyo Talkies,cn,56,14.324970131421743,1
2477061,WROGN,cn,56,33.44086021505376,1
10187401,WROGN,cn,56,31.05137395459976,1
6791064,HRX by Hrithik Roshan,cn,56,22.688172043010752,1
16324984,H&M,cn,56,9.54599761051374,1
15193768,H&M,cn,56,17.909199522102746,1
10367061,H&M,cn,56,9.54599761051374,1
15198496,H&M,cn,56,15.519713261648745,1
12696136,H&M,cn,56,8.351254480286737,1
16159528,H&M,cn,56,9.54599761051374,1
16718166,H&M,cn,56,4.767025089605735,1
15808980,H&M,cn,56,9.54599761051374,1
13735306,Nike,cn,56,26.22461170848268,1
10441252,H&M,cn,56,9.54599761051374,1
15650812,H&M,cn,56,17.909199522102746,1
13504004,H&M,cn,56,4.767025089605735,1
11257750,H&M,cn,56,17.909199522102746,1
12345338,H&M,cn,56,17.909199522102746,1
13130286,ADIDAS,cn,56,5.722819593787335,1
